Annuncio,Link,Prezzo,Anni,Immatricolazione,Chilometraggio,Cambio,Carburante,CV,Allestimento,Allestimento_unificato,Modello,Venditore,Distanza,Comune,CAP,Regione,Area
BMW 116 d Msport auto,https://www.automobile.it/alessandria-bmw-116-d-msport-auto/179308518,20900,5,2020,110,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,201,alessandria,15121,Piemonte,Nord-ovest
BMW 116 d 5 porte cambio automatico,https://www.automobile.it/senna-comasco-bmw-116-d-5-porte-cambio-automatico/180314246,20900,4,2021,80,automatico,Diesel,116,M,Performance,116d,Rivenditore,200,senna comasco,22070,Lombardia,Nord-ovest
Bmw 118 118d 5p. Business Advantage FARI LED PDC CERCHI GARANZIA 24 MESI KM CERTIFICATI,https://www.automobile.it/roma-bmw-118-118d-5p-business-advantage-fari-led-pdc-cerchi-garanzia-24-mesi-km-certificati/178803602,20900,4,2021,99,automatico,Diesel,150,Advantage,Base,118d,Rivenditore,326,roma,118,Lazio,Centro
Bmw 116 116d 5p. Advantage,https://www.automobile.it/sora-bmw-116-116d-5p-advantage/180462616,20900,4,2021,90,automatico,Diesel,116,Advantage,Base,116d,Rivenditore,384,sora,3039,Lazio,Centro
BMW 116 d 5p Business Advantage,https://www.automobile.it/roma-bmw-116-d-5p-business-advantage/180584679,20900,5,2020,44,automatico,Diesel,116,Advantage,Base,116d,Rivenditore,326,roma,118,Lazio,Centro
BMW 116 d 5p. Advantage Manuale,https://www.automobile.it/verona-bmw-116-d-5p-advantage-manuale/180492870,20900,4,2021,72,automatico,Diesel,116,Advantage,Base,116d,Rivenditore,86,verona,37121,Veneto,Nord-est
Bmw 118 118d 5p. Business Advantage,https://www.automobile.it/roma-bmw-118-118d-5p-business-advantage/180739550,20900,4,2021,99,automatico,Diesel,150,Advantage,Base,118d,Rivenditore,326,roma,118,Lazio,Centro
BMW 118 d 2.0 150 CV,https://www.automobile.it/alberobello-bmw-118-d-2-0-150-cv/180759813,20900,4,2021,113,automatico,Diesel,150,M,Performance,118d,Rivenditore,659,alberobello,70011,Puglia,Sud
BMW 116d SPORT LINE,https://www.automobile.it/fornelli-bmw-116d-sport-line/180755591,20900,5,2020,103,automatico,Diesel,116,Sport Line,Middle,116d,Rivenditore,418,fornelli,86070,Molise,Sud
Bmw 118 118i 5p. Business Advantage,https://www.automobile.it/chivasso-bmw-118-118i-5p-business-advantage/180779203,20900,3,2022,27,automatico,Benzina,136,Advantage,Base,118i,Rivenditore,262,chivasso,10034,Piemonte,Nord-ovest
Bmw 118 118i 5p. Business Advantage,https://www.automobile.it/chivasso-bmw-118-118i-5p-business-advantage/180779208,20900,3,2022,29,automatico,Benzina,136,Advantage,Base,118i,Rivenditore,262,chivasso,10034,Piemonte,Nord-ovest
Bmw 118 118i 5p. Business Advantage,https://www.automobile.it/chivasso-bmw-118-118i-5p-business-advantage/180779224,20900,3,2022,25,automatico,Benzina,136,Advantage,Base,118i,Rivenditore,262,chivasso,10034,Piemonte,Nord-ovest
BMW 116d Advantage,https://www.automobile.it/sesto-fiorentino-bmw-116d-advantage/178711077,20900,4,2021,62,automatico,Diesel,116,Advantage,Base,116d,Rivenditore,92,sesto fiorentino,50019,Toscana,Centro
BMW Serie 1 5 Porte 118 i Advantage,https://www.automobile.it/parma-bmw-serie-1-5-porte-118-advantage/180794001,20900,3,2022,78,automatico,Benzina,136,Advantage,Base,118i,Rivenditore,65,parma,43121,Emilia-Romagna,Nord-est
Bmw 116d 5p. Luxury FULL OPTIONAL,https://www.automobile.it/aradeo-bmw-116d-5p-luxury-full-optional/180823077,20900,5,2020,85,automatico,Diesel,116,Luxury,Middle,116d,Rivenditore,765,aradeo,73040,Puglia,Sud
BMW 116 i 5p. Advantage Aut.,https://www.automobile.it/verona-bmw-116-5p-advantage-aut/180850677,20900,3,2022,45,automatico,Benzina,109,Advantage,Base,116i,Rivenditore,86,verona,37121,Veneto,Nord-est
BMW Serie 1 BMW Serie 1 116d 5p. M Sport 85KW ANNO 2021,https://www.automobile.it/torino-bmw-serie-1-bmw-serie-1-116d-5p-m-sport-85kw-anno-2021/180853409,20900,4,2021,72,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,276,torino,10121,Piemonte,Nord-ovest
BMW 116 d 5p. Msport *NEOPATENTATI*,https://www.automobile.it/cassina-de-pecchi-bmw-116-d-5p-msport-neopatentati/180858974,20900,4,2021,135,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,168,cassina de pecchi,20051,Lombardia,Nord-ovest
Bmw 116 116D ADVANTAGE 116CV 2021,https://www.automobile.it/campobasso-bmw-116-116d-advantage-116cv-2021/179681805,20999,4,2021,61,automatico,Diesel,116,Advantage,Base,116d,Rivenditore,448,campobasso,86100,Molise,Sud
BMW 118 d 5p. Sport,https://www.automobile.it/bologna-bmw-118-d-5p-sport/180648757,20999,5,2020,132,automatico,Diesel,150,Sport Line,Middle,118d,Rivenditore,25,bologna,40121,Emilia-Romagna,Nord-est
BMW 118 d 5p. Sport,https://www.automobile.it/roma-bmw-118-d-5p-sport/180649329,20999,5,2020,132,automatico,Diesel,150,Sport Line,Middle,118d,Rivenditore,326,roma,118,Lazio,Centro
BMW 118 d 5p. Sport,https://www.automobile.it/beinasco-bmw-118-d-5p-sport/180648195,20999,5,2020,132,automatico,Diesel,150,Sport Line,Middle,118d,Rivenditore,283,beinasco,10092,Piemonte,Nord-ovest
BMW 118 d 5p. Sport,https://www.automobile.it/bari-bmw-118-d-5p-sport/180648578,20999,5,2020,132,automatico,Diesel,150,Sport Line,Middle,118d,Rivenditore,611,bari,70121,Puglia,Sud
BMW 118 d 5p. Sport,https://www.automobile.it/verona-bmw-118-d-5p-sport/180648304,20999,5,2020,132,automatico,Diesel,150,Sport Line,Middle,118d,Rivenditore,86,verona,37121,Veneto,Nord-est
BMW 118 d 5p. Sport,https://www.automobile.it/palermo-bmw-118-d-5p-sport/180649228,20999,5,2020,132,automatico,Diesel,150,Sport Line,Middle,118d,Rivenditore,750,palermo,90121,Sicilia,Isole
BMW 118 d 5p. Sport,https://www.automobile.it/catania-bmw-118-d-5p-sport/180648120,20999,5,2020,132,automatico,Diesel,150,Sport Line,Middle,118d,Rivenditore,861,catania,95121,Sicilia,Isole
Bmw 118 118i 5p. Business Advantage,https://www.automobile.it/poviglio-bmw-118-118i-5p-business-advantage/180724551,20999,4,2021,80,automatico,Benzina,136,Advantage,Base,118i,Rivenditore,50,poviglio,42028,Emilia-Romagna,Nord-est
Bmw 116 116d 5p. Sport,https://www.automobile.it/lentini-bmw-116-116d-5p-sport/180021654,21000,5,2020,98,automatico,Diesel,116,Sport Line,Middle,116d,Rivenditore,881,lentini,96016,Sicilia,Isole
BMW Serie 1 (F40) - 116d 5p. Sport,https://www.automobile.it/capannori-bmw-serie-1-f40-116d-5p-sport/180272499,21000,5,2020,98,automatico,Diesel,116,Sport Line,Middle,116d,Rivenditore,101,capannori,55012,Toscana,Centro
BMW 116 d 5p. Msport - AUTOMATICA - PER NEOPATENTATO -,https://www.automobile.it/agliana-bmw-116-d-5p-msport-automatica-neopatentato/180778361,21000,5,2020,109,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,85,agliana,51031,Toscana,Centro
BMW 116d 5p. Msport,https://www.automobile.it/francavilla-fontana-bmw-116d-5p-msport/180718371,21000,5,2020,99,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,700,francavilla fontana,72021,Puglia,Sud
BMW Serie 1 (F40) - 116d 5p. Sport,https://www.automobile.it/vinci-bmw-serie-1-f40-116d-5p-sport/180272572,21000,5,2020,98,automatico,Diesel,116,Sport Line,Middle,116d,Rivenditore,98,vinci,50059,Toscana,Centro
BMW 116 d 5p. Sport,https://www.automobile.it/verona-bmw-116-d-5p-sport/180084458,21199,4,2021,94,automatico,Diesel,116,Sport Line,Middle,116d,Rivenditore,86,verona,37121,Veneto,Nord-est
BMW 116 d 5p. Sport,https://www.automobile.it/beinasco-bmw-116-d-5p-sport/180084841,21199,4,2021,94,automatico,Diesel,116,Sport Line,Middle,116d,Rivenditore,283,beinasco,10092,Piemonte,Nord-ovest
BMW 116 d 5p. Sport,https://www.automobile.it/bari-bmw-116-d-5p-sport/180085215,21199,4,2021,94,automatico,Diesel,116,Sport Line,Middle,116d,Rivenditore,611,bari,70121,Puglia,Sud
BMW 116 d 5p. Sport,https://www.automobile.it/bologna-bmw-116-d-5p-sport/180084882,21199,4,2021,94,automatico,Diesel,116,Sport Line,Middle,116d,Rivenditore,25,bologna,40121,Emilia-Romagna,Nord-est
BMW 116 d 5p. Sport,https://www.automobile.it/collesalvetti-bmw-116-d-5p-sport/180079900,21199,4,2021,94,automatico,Diesel,116,Sport Line,Middle,116d,Rivenditore,130,collesalvetti,57014,Toscana,Centro
BMW 116 d 5p. Sport,https://www.automobile.it/firenze-bmw-116-d-5p-sport/180085040,21199,4,2021,94,automatico,Diesel,116,Sport Line,Middle,116d,Rivenditore,99,firenze,50121,Toscana,Centro
BMW 116 d 5p. Sport,https://www.automobile.it/palermo-bmw-116-d-5p-sport/180386459,21199,4,2021,94,automatico,Diesel,116,Sport Line,Middle,116d,Rivenditore,750,palermo,90121,Sicilia,Isole
BMW 116 d 5p. Msport,https://www.automobile.it/casoria-bmw-116-d-5p-msport/178841569,21299,4,2021,121,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,490,casoria,80026,Campania,Sud
BMW Serie 1 (F40) 116d 5p. Business Advantage,https://www.automobile.it/legnano-bmw-serie-1-f40-116d-5p-business-advantage/177719689,21300,4,2021,53,automatico,Diesel,116,Advantage,Base,116d,Rivenditore,202,legnano,20025,Lombardia,Nord-ovest
Bmw 118i 5p. Msport Manuale Benzina,https://www.automobile.it/roma-bmw-118i-5p-msport-manuale-benzina/180831267,21300,5,2020,59,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,326,roma,118,Lazio,Centro
BMW 118 d 5p. Business Advantage CARPLAY,https://www.automobile.it/bracciano-bmw-118-d-5p-business-advantage-carplay/176534089,21400,5,2020,47,automatico,Diesel,150,Advantage,Base,118d,Rivenditore,296,bracciano,62,Lazio,Centro
BMW 118 118i 5p. Sport,https://www.automobile.it/casalecchio-reno-bmw-118-118i-5p-sport/180748325,21400,5,2020,52,automatico,Benzina,136,Sport Line,Middle,118i,Rivenditore,23,casalecchio reno,40033,Emilia-Romagna,Nord-est
BMW 120 d xDrive 5p. Msport,https://www.automobile.it/castenaso-bmw-120-d-xdrive-5p-msport/179215391,21400,5,2020,139,automatico,Diesel,190,M Sport,Sport,120d xDrive,Rivenditore,31,castenaso,40055,Emilia-Romagna,Nord-est
BMW 120 d xDrive 5p. Msport,https://www.automobile.it/imola-bmw-120-d-xdrive-5p-msport/179732472,21400,5,2020,139,automatico,Diesel,190,M Sport,Sport,120d xDrive,Rivenditore,57,imola,40026,Emilia-Romagna,Nord-est
Bmw 118 118d 5p. Msport,https://www.automobile.it/vigasio-bmw-118-118d-5p-msport/180838919,21400,5,2020,115,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,74,vigasio,37068,Veneto,Nord-est
BMW 118 d 5p. Sport,https://www.automobile.it/rivanazzano-terme-bmw-118-d-5p-sport/180741496,21490,4,2021,116,automatico,Diesel,150,Sport Line,Middle,118d,Rivenditore,170,rivanazzano terme,27055,Lombardia,Nord-ovest
BMW Serie 1 F40 Diesel 116d Sport,https://www.automobile.it/rimini-bmw-serie-1-f40-diesel-116d-sport/180787861,21490,5,2020,108,automatico,Diesel,116,Sport Line,Middle,116d,Rivenditore,132,rimini,47921,Emilia-Romagna,Nord-est
BMW Serie 1 F40 Diesel 116d Sport,https://www.automobile.it/pesaro-bmw-serie-1-f40-diesel-116d-sport/180785659,21490,5,2020,108,automatico,Diesel,116,Sport Line,Middle,116d,Rivenditore,164,pesaro,61121,Marche,Centro
Bmw 116d 5p. Sport,https://www.automobile.it/giulianova-bmw-116d-5p-sport/180821214,21499,5,2020,99,automatico,Diesel,116,Sport Line,Middle,116d,Rivenditore,311,giulianova,64021,Abruzzo,Sud
BMW 118 i 5p. Advantage LED NAVI,https://www.automobile.it/bracciano-bmw-118-5p-advantage-led-navi/176973488,21500,3,2022,55,automatico,Benzina,136,Advantage,Base,118i,Rivenditore,296,bracciano,62,Lazio,Centro
Bmw 118 118d 5p. Msport,https://www.automobile.it/montesano-marcellana-bmw-118-118d-5p-msport/179918427,21500,5,2020,183,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,615,montesano sulla marcellana,84033,Campania,Sud
BMW Serie 1 5 Porte 116 d SCR Business Advantage,https://www.automobile.it/frosinone-bmw-serie-1-5-porte-116-d-scr-business-advantage/179374405,21500,4,2021,80,automatico,Diesel,116,Advantage,Base,116d,Rivenditore,381,frosinone,3100,Lazio,Centro
BMW Serie 1 5 Porte 118 i Sport DCT,https://www.automobile.it/frosinone-bmw-serie-1-5-porte-118-sport-dct/179596633,21500,4,2021,91,automatico,Benzina,136,Sport Line,Middle,118i,Rivenditore,381,frosinone,3100,Lazio,Centro
BMW Serie 1 5 Porte 118 i Sport DCT,https://www.automobile.it/cisterna-latina-bmw-serie-1-5-porte-118-sport-dct/179597153,21500,4,2021,91,automatico,Benzina,136,Sport Line,Middle,118i,Rivenditore,368,cisterna latina,4012,Lazio,Centro
BMW Serie 1 5 Porte 116 d SCR Business Advantage,https://www.automobile.it/cisterna-latina-bmw-serie-1-5-porte-116-d-scr-business-advantage/179369849,21500,4,2021,80,automatico,Diesel,116,Advantage,Base,116d,Rivenditore,368,cisterna latina,4012,Lazio,Centro
Bmw X1 sport sdrive 118 d 150 CV,https://www.automobile.it/linguaglossa-bmw-x1-sport-sdrive-118-d-150-cv/179663208,21500,5,2020,123,automatico,Diesel,150,Sport Line,Middle,118d,Rivenditore,828,linguaglossa,95015,Sicilia,Isole
Bmw 116 116d 5p. Msport,https://www.automobile.it/maglie-bmw-116-116d-5p-msport/179747221,21500,4,2021,130,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,775,maglie,73024,Puglia,Sud
BMW 116D 5P. MSPORT AUTO - 2021 OK NEOPATENTATI,https://www.automobile.it/san-vito-normanni-bmw-116d-5p-msport-auto-2021-ok-neopatentati/179717631,21500,4,2021,120,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,698,san vito normanni,72019,Puglia,Sud
BMW 116 d 5p. Advantage,https://www.automobile.it/arsie-bmw-116-d-5p-advantage/180631526,21500,4,2021,54,automatico,Diesel,116,Advantage,Base,116d,Rivenditore,154,arsie,32030,Veneto,Nord-est
BMW Serie 1 5 Porte 116 i Advantage,https://www.automobile.it/paglieta-bmw-serie-1-5-porte-116-advantage/180736018,21500,4,2021,64,automatico,Benzina,109,Advantage,Base,116i,Rivenditore,389,paglieta,66020,Abruzzo,Sud
BMW Serie 1 116d 5p. Business Advantage,https://www.automobile.it/arezzo-bmw-serie-1-116d-5p-business-advantage/179412815,21500,4,2021,49,automatico,Diesel,116,Advantage,Base,116d,Rivenditore,146,arezzo,52100,Toscana,Centro
Bmw 118d Msport - 2021,https://www.automobile.it/latiano-bmw-118d-msport-2021/180747521,21500,4,2021,165,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,706,latiano,72022,Puglia,Sud
Bmw serie 1 cambio automatico 118d 5p. Msport,https://www.automobile.it/caivano-bmw-serie-1-cambio-automatico-118d-5p-msport/180846560,21500,5,2020,70,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,486,caivano,80023,Campania,Sud
BMW Serie 1 5 Porte 116 d SCR Sport DCT,https://www.automobile.it/olgiate-olona-bmw-serie-1-5-porte-116-d-scr-sport-dct/180735514,21600,5,2020,81,automatico,Diesel,116,Sport Line,Middle,116d,Rivenditore,206,olgiate olona,21057,Lombardia,Nord-ovest
BMW Serie 1 116D SPORT AUTO,https://www.automobile.it/saronno-bmw-serie-1-116d-sport-auto/180714354,21600,5,2020,81,automatico,Diesel,116,Sport Line,Middle,116d,Rivenditore,196,saronno,21047,Lombardia,Nord-ovest
BMW 116 d 5p. Msport,https://www.automobile.it/collesalvetti-bmw-116-d-5p-msport/180375278,21699,4,2021,102,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,130,collesalvetti,57014,Toscana,Centro
BMW Serie 1 5 Porte 116 d SCR Advantage,https://www.automobile.it/elmas-bmw-serie-1-5-porte-116-d-scr-advantage/179803580,21700,4,2021,93,automatico,Diesel,116,Advantage,Base,116d,Rivenditore,623,elmas,9067,Sardegna,Isole
BMW 118 d 5p. Sport,https://www.automobile.it/casoria-bmw-118-d-5p-sport/178983939,21799,5,2020,72,automatico,Diesel,150,Sport Line,Middle,118d,Rivenditore,490,casoria,80026,Campania,Sud
BMW 116 d 5p. Msport,https://www.automobile.it/bari-bmw-116-d-5p-msport/179726975,21799,5,2020,91,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,611,bari,70121,Puglia,Sud
Bmw 116d Business Advantage Autom.,https://www.automobile.it/botrugno-bmw-116d-business-advantage-autom/179688426,21800,5,2020,97,automatico,Diesel,116,Advantage,Base,116d,Rivenditore,781,botrugno,73020,Puglia,Sud
Bmw 116d 5p. Business Advantage Autom.,https://www.automobile.it/botrugno-bmw-116d-5p-business-advantage-autom/180358465,21800,5,2020,97,automatico,Diesel,116,Advantage,Base,116d,Rivenditore,781,botrugno,73020,Puglia,Sud
BMW 116 d 5p. Business Advantage,https://www.automobile.it/castenaso-bmw-116-d-5p-business-advantage/180602958,21800,4,2021,45,automatico,Diesel,116,Advantage,Base,116d,Rivenditore,31,castenaso,40055,Emilia-Romagna,Nord-est
BMW 118 d 5p. Business Advantage,https://www.automobile.it/beinasco-bmw-118-d-5p-business-advantage/179299457,21800,4,2021,79,automatico,Diesel,150,Advantage,Base,118d,Rivenditore,283,beinasco,10092,Piemonte,Nord-ovest
Bmw 116d 5p Sport Line Led/Navi,https://www.automobile.it/salice-salentino-bmw-116d-5p-sport-line-led-navi/180788637,21800,4,2021,104,automatico,Diesel,116,Sport Line,Middle,116d,Rivenditore,735,salice salentino,73015,Puglia,Sud
BMW 118 d 5p. Advantage,https://www.automobile.it/grottammare-bmw-118-d-5p-advantage/179677531,21890,4,2021,90,automatico,Diesel,150,Advantage,Base,118d,Rivenditore,288,grottammare,63066,Marche,Centro
BMW 116 d 5p. Msport,https://www.automobile.it/beinasco-bmw-116-d-5p-msport/180024018,21899,5,2020,116,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,283,beinasco,10092,Piemonte,Nord-ovest
BMW 116 d 5p. Msport,https://www.automobile.it/verona-bmw-116-d-5p-msport/180023811,21899,5,2020,116,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,86,verona,37121,Veneto,Nord-est
BMW 116 d 5p. Msport,https://www.automobile.it/catania-bmw-116-d-5p-msport/180023800,21899,5,2020,116,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,861,catania,95121,Sicilia,Isole
BMW 116 d 5p. Msport,https://www.automobile.it/bari-bmw-116-d-5p-msport/180024585,21899,5,2020,116,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,611,bari,70121,Puglia,Sud
BMW 116 d 5p. Msport,https://www.automobile.it/firenze-bmw-116-d-5p-msport/180024348,21899,5,2020,116,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,99,firenze,50121,Toscana,Centro
BMW 116 d 5p. Msport,https://www.automobile.it/milano-bmw-116-d-5p-msport/180024007,21899,5,2020,116,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
BMW 116 d 5p. Msport,https://www.automobile.it/roma-bmw-116-d-5p-msport/180024325,21899,5,2020,116,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,326,roma,118,Lazio,Centro
BMW 116 d 5p. Msport,https://www.automobile.it/collesalvetti-bmw-116-d-5p-msport/180018687,21899,5,2020,116,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,130,collesalvetti,57014,Toscana,Centro
BMW 116 d 5p. Msport,https://www.automobile.it/bologna-bmw-116-d-5p-msport/180024186,21899,5,2020,116,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,25,bologna,40121,Emilia-Romagna,Nord-est
BMW 116 d 5p. Msport,https://www.automobile.it/cagliari-bmw-116-d-5p-msport/180385320,21899,5,2020,116,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,628,cagliari,9121,Sardegna,Isole
BMW 116 d 5p. Msport,https://www.automobile.it/sassari-bmw-116-d-5p-msport/180387847,21899,5,2020,116,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,485,sassari,7100,Sardegna,Isole
BMW 116 d 5p. Msport,https://www.automobile.it/palermo-bmw-116-d-5p-msport/180385631,21899,5,2020,116,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,750,palermo,90121,Sicilia,Isole
BMW 116 i 5p.,https://www.automobile.it/castelnuovo-rangone-bmw-116-5p/179168891,21900,4,2021,23,automatico,Benzina,109,M,Performance,116i,Rivenditore,20,castelnuovo rangone,41051,Emilia-Romagna,Nord-est
BMW Serie 1 118i 5p. Advantage NAVI,https://www.automobile.it/varese-bmw-serie-1-118i-5p-advantage-navi/179508097,21900,3,2022,60,automatico,Benzina,136,Advantage,Base,118i,Rivenditore,222,varese,21100,Lombardia,Nord-ovest
Bmw 118 d M-Sport Auto. *KM CERTIFICATI*,https://www.automobile.it/gambolo-bmw-118-d-m-sport-auto-km-certificati/179573529,21900,5,2020,124,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,190,gambolo,27025,Lombardia,Nord-ovest
BMW 118 d 5p. Sport *Unipro*,https://www.automobile.it/roma-bmw-118-d-5p-sport-unipro/179691381,21900,5,2020,92,automatico,Diesel,150,Sport Line,Middle,118d,Rivenditore,326,roma,118,Lazio,Centro
BMW 116 d 5p. Business Advantage IDEALE PER NEO PATENTATI,https://www.automobile.it/bassano-grappa-bmw-116-d-5p-business-advantage-ideale-neo-patentati/180508619,21900,5,2020,57,automatico,Diesel,116,Advantage,Base,116d,Rivenditore,131,bassano grappa,36061,Veneto,Nord-est
