Annuncio,Link,Marca,Modello,Modello_plus_info,Prezzo_scont,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,CV,Località
"BMW
116
116d 5p. Business Advantage",https://www.autoscout24.it/annunci/bmw-116-116d-5p-business-advantage-diesel-nero-b8a71994-4471-414f-bdd5-2026589dfc43,BMW,116,116d 5p. Business Advantage,,€ 23.990,48.800 km,Automatico,06/2022,Diesel,85 kW (116 CV),. Gualdani • IT-52020 Pieve A Presciano- Ar
"BMW
118
Serie 1 F40 118d Msport Exterior 5 Porte 5 Posti.",https://www.autoscout24.it/annunci/bmw-118-serie-1-f40-118d-msport-exterior-5-porte-5-posti-diesel-grigio-7e13f9b6-f319-43ad-9463-86e210a907c8,BMW,118,Serie 1 F40 118d Msport Exterior  5 Porte 5 Posti.,,€ 28.500,28.500 km,Automatico,10/2022,Diesel,110 kW (150 CV),Luciano Dordoni • IT-25011 Calcinato - Brescia
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-f95b543c-deae-4457-8f80-ab1459c51b13,BMW,118,d Msport auto,,€ 26.000,15.155 km,Automatico,03/2024,Diesel,110 kW (150 CV),BYmyCAR Sedi: MILANO - SAN DONATO M.SE BYmyCAR Sedi: MILANO - SAN DONATO M.SE • IT-20142 Milano - Mi
"BMW
116
d 5p. Business Advantage",https://www.autoscout24.it/annunci/bmw-116-d-5p-business-advantage-diesel-nero-8debc048-0e63-48ca-a170-b516efadf4e9,BMW,116,d 5p. Business Advantage,,€ 28.500,39.730 km,Automatico,12/2023,Diesel,85 kW (116 CV),Tullio Marino • IT-73100 Lecce - Le
"BMW
118
118d 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-118d-5p-msport-diesel-argento-63313b1f-db5e-4a7d-9609-17c75ada476d,BMW,118,118d 5p. Msport,,€ 28.490,46.000 km,Automatico,01/2022,Diesel,110 kW (150 CV),Ufficio Vendite • IT-24124 Bergamo - BG
,https://www.autoscout24.it/annunci/bmw-118-118d-msport-exterior-auto-diesel-bianco-6823e30c-c020-44c1-bada-8ee56159a327,BMW,118,118d Msport Exterior auto,,,,,,,,Maurizio Cataldi • IT-73100 Lecce - Lecce - Le
"BMW
116
116i 5p. Msport AUTOMATICA",https://www.autoscout24.it/annunci/bmw-116-116i-5p-msport-automatica-benzina-c5c63613-780a-4ae0-a61c-544e2f45a4a7,BMW,116,116i 5p. Msport AUTOMATICA,,€ 23.950,60.000 km,Automatico,01/2021,Benzina,80 kW (109 CV),yari manzato • IT-00013 Fonte Nuova - Roma
"BMW
118
118d 5p. SPORT",https://www.autoscout24.it/annunci/bmw-118-118d-5p-sport-diesel-nero-9e6c19c7-5883-4d4d-ae6e-521d01ae7d84,BMW,118,118d 5p. SPORT,,€ 28.900,27.000 km,Automatico,12/2023,Diesel,110 kW (150 CV),Giovanni Apruzzi • IT-72018 San Michele Salentino - Brindisi
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-blu-azzurro-af9a2b80-ed79-47d6-8008-eb1aa45fc6d6,BMW,118,d Msport auto,,€ 26.500,67.575 km,Automatico,07/2021,Diesel,110 kW (150 CV),Ezio Frigerio / Fabrizio Carminati • IT-23900 Lecco - Lc
"BMW
118
d 5p. Advantage",https://www.autoscout24.it/annunci/bmw-118-d-5p-advantage-diesel-bianco-6727ad11-a5e9-4833-bba3-f630bd00bbdc,BMW,118,d 5p. Advantage,,€ 24.950,57.999 km,Automatico,03/2021,Diesel,110 kW (150 CV),"Italo, Stefano, Mirko, Rossano, Francesco, Mario, Carlo, Diego, Attilio, Mattia, Diego, Simone, Francesco, Valentina, David • IT-40066 Pieve Di Cento - Bologna - Bo"
"BMW
116
116d NAVI-CAR PLAY-ANDROID-KEYLESS",https://www.autoscout24.it/annunci/bmw-116-116d-navi-car-play-android-keyless-diesel-nero-d7a5ecac-c5a7-43e8-841f-7c320ce4566c,BMW,116,116d NAVI-CAR PLAY-ANDROID-KEYLESS,,€ 24.600,29.000 km,Automatico,11/2023,Diesel,85 kW (116 CV),ANTONINO V. • IT-00123 Roma
"BMW
120
i M-SPORT LED VARI COLORI DISPONIBILI",https://www.autoscout24.it/annunci/bmw-120-i-m-sport-led-vari-colori-disponibili-benzina-grigio-a504ec82-b2b7-42ed-bd06-ac81d573cd0e,BMW,120,i M-SPORT LED VARI COLORI DISPONIBILI,,€ 28.900,19.700 km,Automatico,12/2022,Benzina,131 kW (178 CV),Ufficio Vendite Race Car • IT-37040 Z.a.i. - Verona - VR
"BMW
116
116d Business Advantage OK Neopatentato",https://www.autoscout24.it/annunci/bmw-116-116d-business-advantage-ok-neopatentato-diesel-bianco-257483cd-aa1f-4796-b026-f8d793a65cff,BMW,116,116d Business Advantage OK Neopatentato,,€ 26.400,24.000 km,Automatico,09/2023,Diesel,85 kW (116 CV),Andrea Zanini • IT-24050 Calcinate - Bergamo - BG
"BMW
116
116d 5p. Business Advantage",https://www.autoscout24.it/annunci/bmw-116-116d-5p-business-advantage-diesel-blu-azzurro-6c5553f9-bcd8-4dc9-b4a4-f72c56f1687a,BMW,116,116d 5p. Business Advantage,,€ 20.800,64.000 km,Automatico,09/2021,Diesel,85 kW (116 CV),Giovanni Boglioli • IT-46042 Castel Goffredo - Mantova - Mn
"BMW
120
120i 5p. Msport",https://www.autoscout24.it/annunci/bmw-120-120i-5p-msport-benzina-blu-azzurro-52b15665-3d02-412c-8513-2d763bea2de8,BMW,120,120i 5p. Msport,,€ 27.900,37.142 km,Automatico,05/2021,Benzina,131 kW (178 CV),Leonardo Davide • IT-21044 Cavaria - Varese - VA
"BMW
116
116d. Business Advantage AUTOMAT. + NAV",https://www.autoscout24.it/annunci/bmw-116-116d-business-advantage-automat-nav-diesel-blu-azzurro-96e19033-98d3-4f51-b30a-f1a713225f94,BMW,116,116d. Business Advantage AUTOMAT. + NAV,,€ 20.500,58.650 km,Automatico,04/2021,Diesel,85 kW (116 CV),Francesco Caso • IT-80034 Marigliano NA
"BMW
120
120d xdrive business auto",https://www.autoscout24.it/annunci/bmw-120-120d-xdrive-business-auto-diesel-nero-276a1ea8-d60c-4778-a140-6e807c34123f,BMW,120,120d xdrive business auto,,€ 29.900,55.000 km,Semiautomatico,01/2020,Diesel,140 kW (190 CV),Matteo Pallottini • IT-63074 San Benedetto Del Tronto - Ascoli Piceno
"BMW
118
Serie 1 118d Msport automatic SOLO KM 69.000",https://www.autoscout24.it/annunci/bmw-118-serie-1-118d-msport-automatic-solo-km-69-000-diesel-grigio-902741ea-3ec9-4258-bac0-f0863393fb55,BMW,118,Serie 1 118d Msport automatic SOLO KM 69.000,,€ 27.500,69.000 km,Automatico,05/2020,Diesel,110 kW (150 CV),Sig Mitidieri Rosario • IT-20010 Pogliano Milanese - Milano - Mi
"BMW
118
D 5 Porte Business Advantage AUT",https://www.autoscout24.it/annunci/bmw-118-d-5-porte-business-advantage-aut-diesel-nero-7dcd02f4-b8f9-401f-8fe2-35006e878776,BMW,118,D 5 Porte Business Advantage AUT,,€ 23.900,66.800 km,Automatico,07/2021,Diesel,110 kW (150 CV),Marketing Mixauto • IT-04100 Borgo Piave - Latina - Lt
"BMW
120
D XDRIVE MSPORT",https://www.autoscout24.it/annunci/bmw-120-d-xdrive-msport-diesel-grigio-cdf6d935-f0b6-4a08-b3d8-57a9e593ec76,BMW,120,D XDRIVE MSPORT,,€ 29.900,61.000 km,Automatico,01/2020,Diesel,140 kW (190 CV),Web Team • IT-10098 Rivoli - TO
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-nero-6da17c67-2e00-4a5a-baa5-071b910f7fe7,BMW,118,d Msport auto,,€ 28.000,8.749 km,Automatico,04/2024,Diesel,110 kW (150 CV),BYmyCAR Sedi: MILANO - SAN DONATO M.SE BYmyCAR Sedi: MILANO - SAN DONATO M.SE • IT-20142 Milano - Mi
"BMW
118
118i 5p. Msport VIRTUAL",https://www.autoscout24.it/annunci/bmw-118-118i-5p-msport-virtual-benzina-bianco-160c4696-b62d-40cd-9c68-328e05a58806,BMW,118,118i 5p. Msport VIRTUAL,,€ 24.900,32.000 km,Automatico,04/2022,Benzina,100 kW (136 CV),Automobile Torino • IT-10034 Chivasso - Torino
"BMW
118
d 5p. Msport KM 37.000",https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-km-37-000-diesel-grigio-9eb9e8df-8ffe-4bf4-a436-32fe287ce163,BMW,118,d 5p. Msport KM 37.000,,€ 27.890,37.045 km,Automatico,01/2021,Diesel,110 kW (150 CV),Valerio Alberio • IT-95031 Adrano - Catania- Ct
"BMW
120
d 5p. Sport",https://www.autoscout24.it/annunci/bmw-120-d-5p-sport-diesel-nero-f32f404e-94ae-4a04-aca4-98ae55c4fac7,BMW,120,d 5p. Sport,,€ 28.950,49.600 km,Automatico,02/2022,Diesel,140 kW (190 CV),"Italo, Stefano, Mirko, Rossano, Francesco, Mario, Carlo, Diego, Attilio, Mattia, Diego, Simone, Francesco, Valentina, David • IT-40066 Pieve Di Cento - Bologna - Bo"
,https://www.autoscout24.it/annunci/bmw-118-118d-led-carplay-navi-kamera-diesel-grigio-9c25b6e0-62f6-4d42-85d6-fc950553ce1c,BMW,118,118d LED-CARPLAY-NAVI-KAMERA,,,,,,,,ANTONINO V. • IT-00123 Roma
"BMW
118
i 5p. Business Advantage",https://www.autoscout24.it/annunci/bmw-118-i-5p-business-advantage-benzina-grigio-04afc2fe-9c3c-497c-8287-a4a6c54067f8,BMW,118,i 5p. Business Advantage,,€ 28.700,38.500 km,Automatico,12/2023,Benzina,100 kW (136 CV),Tullio Marino • IT-73100 Lecce - Le
"BMW
116
d Advantage auto",https://www.autoscout24.it/annunci/bmw-116-d-advantage-auto-diesel-bianco-c0492a32-c015-4228-bcea-eb18e7e557f0,BMW,116,d Advantage auto,,€ 22.300,53.227 km,Automatico,10/2020,Diesel,85 kW (116 CV),Responsabile Usato • IT-50127 Firenze
"BMW
118
D 2.0 Msport 150CV Aut.",https://www.autoscout24.it/annunci/bmw-118-d-2-0-msport-150cv-aut-diesel-nero-6074ebbc-1b98-428a-8689-ceb7fc11c2af,BMW,118,D 2.0 Msport 150CV Aut.,,€ 29.900,31.900 km,Automatico,03/2023,Diesel,110 kW (150 CV),Vivaingros Srl • IT-10092 Beinasco - Torino - To
"BMW
116
116d Msport auto",https://www.autoscout24.it/annunci/bmw-116-116d-msport-auto-diesel-ae051c79-45e4-401e-96fd-ffc57e73273c,BMW,116,116d Msport auto,,€ 23.900,63.500 km,Semiautomatico,02/2021,Diesel,85 kW (116 CV),Antonio ligato • IT-00166 Roma – Rm
"BMW
118
i Msport 136cv auto PREZZO VERO!!!",https://www.autoscout24.it/annunci/bmw-118-i-msport-136cv-auto-prezzo-vero-benzina-bianco-afda5559-37d3-476a-85fc-8033dc22af58,BMW,118,i Msport 136cv auto PREZZO VERO!!!,,€ 27.990,18.000 km,Automatico,06/2023,Benzina,100 kW (136 CV),Roberto Torre • IT-20010 Marcallo con Casone - Milano
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-grigio-4dcf9946-e896-4249-b55d-9aa32640b297,BMW,118,d Msport auto,,€ 28.000,7.005 km,Automatico,03/2024,Diesel,110 kW (150 CV),BYmyCAR Sedi: MILANO - SAN DONATO M.SE BYmyCAR Sedi: MILANO - SAN DONATO M.SE • IT-20142 Milano - Mi
"BMW
116
d M-Sport (Auto/Pelle/Navi/Retro/LED)",https://www.autoscout24.it/annunci/bmw-116-d-m-sport-auto-pelle-navi-retro-led-diesel-nero-4607bf48-3a8c-4ddc-a200-2575fe1ba2dd,BMW,116,d M-Sport (Auto/Pelle/Navi/Retro/LED),,€ 26.900,64.500 km,Automatico,07/2021,Diesel,85 kW (116 CV),Nunzio Perrone e Michele Perrone • IT-74011 Castellaneta - Taranto - Ta
"BMW
118
118i 5p MSport M-Sport F40 *IN ARRIVO",https://www.autoscout24.it/annunci/bmw-118-118i-5p-msport-m-sport-f40-in-arrivo-benzina-bianco-d82de110-20ba-4667-999a-7b61fbead3ba,BMW,118,118i 5p MSport M-Sport F40 *IN ARRIVO,,€ 23.900,49.500 km,Automatico,03/2020,Benzina,103 kW (140 CV),Sig. L. Lorenzin – Sig. S. Catapano • IT-38121 Trento - Tn
"BMW
118
118d Business Advantage auto",https://www.autoscout24.it/annunci/bmw-118-118d-business-advantage-auto-diesel-nero-b8ec3a9a-5449-404d-ad5a-3fd34b83545e,BMW,118,118d Business Advantage auto,,€ 25.900,60.798 km,Automatico,02/2023,Diesel,110 kW (150 CV),Danilo Manni • IT-03100 Frosinone - Fr
"BMW
116
116d NAVI-RETROCAMERA-CAR PLAY-",https://www.autoscout24.it/annunci/bmw-116-116d-navi-retrocamera-car-play-diesel-bianco-40da2a10-abf5-4314-9d47-358c15ca818b,BMW,116,116d NAVI-RETROCAMERA-CAR PLAY-,,€ 25.800,9.950 km,Automatico,09/2023,Diesel,85 kW (116 CV),ANTONINO V. • IT-00123 Roma
"BMW
118
118i Msport 136cv auto",https://www.autoscout24.it/annunci/bmw-118-118i-msport-136cv-auto-benzina-grigio-249dcf2c-5f39-4db6-88ad-96d35cac5285,BMW,118,118i Msport 136cv auto,,€ 28.500,11.000 km,Automatico,11/2023,Benzina,100 kW (136 CV),Marco Stefano Ignazzi • IT-10038 Verolengo
"BMW
116
116d 5p. Advantage",https://www.autoscout24.it/annunci/bmw-116-116d-5p-advantage-diesel-grigio-b2096d74-a172-4ce7-aa6f-2963c3f40291,BMW,116,116d 5p. Advantage,€ 23.500,,39.245 km,Automatico,09/2020,Diesel,85 kW (116 CV),Nordauto s.p.a. Divisione Usato NordautoGroup • IT-31044 Montebelluna - Treviso - Tv
"BMW
118
118i Msport 136cv auto",https://www.autoscout24.it/annunci/bmw-118-118i-msport-136cv-auto-benzina-nero-baec8d53-f192-4d97-9b23-9240f57360b3,BMW,118,118i Msport 136cv auto,,€ 28.400,17.000 km,Automatico,05/2024,Benzina,100 kW (136 CV),Marco Stefano Ignazzi • IT-10038 Verolengo
"BMW
118
i Msport auto",https://www.autoscout24.it/annunci/bmw-118-i-msport-auto-benzina-37e656ef-490a-4d83-8d66-bae20ce6a9a8,BMW,118,i Msport auto,,€ 27.900,29.300 km,Automatico,03/2022,Benzina,103 kW (140 CV),Vladimiro Zanellati • IT-45100 Rovigo - Ro
"BMW
116
116d Advantage AUTOMATICA",https://www.autoscout24.it/annunci/bmw-116-116d-advantage-automatica-diesel-bianco-ca18366c-f8f5-407f-a825-100e7def140b,BMW,116,116d Advantage AUTOMATICA,,€ 24.900,26.470 km,Automatico,09/2023,Diesel,85 kW (116 CV),Orlando Orlandi • IT-00040 Pomezia - Roma - Rm
"BMW
118
118d Msport",https://www.autoscout24.it/annunci/bmw-118-118d-msport-diesel-grigio-6397697f-b8ff-4ea0-ae36-824b444568de,BMW,118,118d Msport,,€ 27.399,44.619 km,Automatico,11/2022,Diesel,110 kW (150 CV),Autohero Usato • IT-20155 Milano - Mi
"BMW
118
118i Msport 136cv auto",https://www.autoscout24.it/annunci/bmw-118-118i-msport-136cv-auto-benzina-grigio-135f1a02-5a04-4a0a-b399-3c9a2a6a88fe,BMW,118,118i Msport 136cv auto,,€ 29.000,16.300 km,Automatico,06/2024,Benzina,100 kW (136 CV),Marco Stefano Ignazzi • IT-10038 Verolengo
"BMW
118
118i 5p. Msport. VIRTUAL",https://www.autoscout24.it/annunci/bmw-118-118i-5p-msport-virtual-benzina-blu-azzurro-331ad320-daba-4bfd-924d-2f3d72c868e5,BMW,118,118i 5p. Msport. VIRTUAL,,€ 26.900,21.000 km,Automatico,05/2023,Benzina,100 kW (136 CV),Automobile Torino • IT-10034 Chivasso - Torino
,https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-0b66d00e-9272-4418-b488-f700d712208c,BMW,118,d Msport auto,,,,,,,,BYmyCAR Sedi: MILANO - SAN DONATO M.SE BYmyCAR Sedi: MILANO - SAN DONATO M.SE • IT-20142 Milano - Mi
"BMW
116
d Msport",https://www.autoscout24.it/annunci/bmw-116-d-msport-diesel-bianco-5440132a-4986-44e5-acc4-72191cd0d38d,BMW,116,d Msport,,€ 27.000,66.650 km,Automatico,12/2021,Diesel,85 kW (116 CV),Resp. Vendite • IT-50059 Vinci - Firenze - Fi
"BMW
120
120d xdrive Msport auto/IVA ESPOSTA",https://www.autoscout24.it/annunci/bmw-120-120d-xdrive-msport-auto-iva-esposta-diesel-nero-05d693de-4d75-4d40-90a5-fe05b92c51f1,BMW,120,120d xdrive Msport auto/IVA ESPOSTA,,€ 29.990,60.000 km,Semiautomatico,06/2022,Diesel,140 kW (190 CV),Tatiana Bernardi • IT-33052 Cervignano del Friuli – Udine – UD
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-db37aabd-3a8c-42c6-a788-e02a83fd03b3,BMW,118,d Msport auto,,€ 26.000,15.603 km,Automatico,03/2024,Diesel,110 kW (150 CV),BYmyCAR Sedi: MILANO - SAN DONATO M.SE BYmyCAR Sedi: MILANO - SAN DONATO M.SE • IT-20142 Milano - Mi
"BMW
120
5-porte 120i sport auto",https://www.autoscout24.it/annunci/bmw-120-5-porte-120i-sport-auto-benzina-nero-8e549ea9-3c8f-4f81-bc32-ede9d2d68df2,BMW,120,5-porte 120i sport auto,,€ 28.611,9.076 km,Automatico,12/2020,Benzina,131 kW (178 CV),Contatta Il Nostro Team Vendita!! • IT-06073 Corciano - Perugia - Pg
"BMW
118
118i Msport 136cv auto",https://www.autoscout24.it/annunci/bmw-118-118i-msport-136cv-auto-benzina-nero-c9f23630-219c-451a-8718-c7afd7f2b5af,BMW,118,118i Msport 136cv auto,,€ 24.000,67.000 km,Automatico,05/2021,Benzina,100 kW (136 CV),Aniello Corcione • IT-80035 Piazzolla di Nola - Napoli - Na
"BMW
116
116i MSport auto",https://www.autoscout24.it/annunci/bmw-116-116i-msport-auto-benzina-bianco-4907fccd-ebb8-42ab-b94d-2bfc032928d5,BMW,116,116i MSport auto,,€ 27.900,33.100 km,Automatico,10/2023,Benzina,80 kW (109 CV),A.D. Motor • IT-06129 Perugia - Pg
"BMW
116
116d 5p. M Sport",https://www.autoscout24.it/annunci/bmw-116-116d-5p-m-sport-diesel-bianco-5445409d-7934-4359-935e-dc84e53f57d3,BMW,116,116d 5p. M Sport,,€ 27.900,24.120 km,Automatico,11/2023,Diesel,85 kW (116 CV),IT-84131 Salerno - SA
"BMW
118
i Msport 140cv auto",https://www.autoscout24.it/annunci/bmw-118-i-msport-140cv-auto-benzina-bianco-2bd5e835-12af-4647-83e2-e21e6955f711,BMW,118,i Msport 140cv auto,,€ 26.500,58.634 km,Automatico,10/2020,Benzina,103 kW (140 CV),Web Team • IT-19126 La Spezia SP
"BMW
118
118d Msport auto",https://www.autoscout24.it/annunci/bmw-118-118d-msport-auto-diesel-bianco-9300ecd1-7891-476f-8a9d-cbc4eed7efb2,BMW,118,118d Msport auto,,€ 29.800,57.000 km,Automatico,02/2023,Diesel,110 kW (150 CV),A.D. Motor • IT-06129 Perugia - Pg
"BMW
116
d Sport",https://www.autoscout24.it/annunci/bmw-116-d-sport-diesel-bianco-c15ec77f-e5b5-4d4f-8a8f-87bca283ae0f,BMW,116,d Sport,,€ 24.900,46.676 km,Automatico,04/2021,Diesel,85 kW (116 CV),Nicole Tolomei • IT-41123 Modena - Mo
"BMW
118
I Sport 140cv/pelle/sedili riscaldabili/fari led",https://www.autoscout24.it/annunci/bmw-118-i-sport-140cv-pelle-sedili-riscaldabili-fari-led-benzina-blu-azzurro-65068f75-3655-450c-b4f9-32b2d62bc112,BMW,118,I Sport 140cv/pelle/sedili riscaldabili/fari led,,€ 25.900,50.200 km,Automatico,06/2020,Benzina,103 kW (140 CV),Fabrizio Piredda • IT-10137 Torino - TO
"BMW
118
118i Msport 136cv auto Shadow line 2021 17""",https://www.autoscout24.it/annunci/bmw-118-118i-msport-136cv-auto-shadow-line-2021-17-benzina-bianco-0058654c-94dc-4dcd-b86b-fd2062c1273b,BMW,118,"118i Msport 136cv auto Shadow line 2021 17""",,€ 23.490,66.414 km,Automatico,03/2021,Benzina,100 kW (136 CV),Mirko Portaccio • IT-00077 Montecompatri - Roma - RM
"BMW
118
118i 5p. Msport VIRTUAL",https://www.autoscout24.it/annunci/bmw-118-118i-5p-msport-virtual-benzina-bianco-c8da0665-c300-4431-a826-06f295ebce5b,BMW,118,118i 5p. Msport VIRTUAL,,€ 26.900,19.000 km,Automatico,10/2023,Benzina,100 kW (136 CV),Automobile Torino • IT-10034 Chivasso - Torino
"BMW
118
118i 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-118i-5p-msport-benzina-bianco-6b488e46-d8f4-40b5-a347-490f9c0e237e,BMW,118,118i 5p. Msport,,€ 26.900,21.000 km,Automatico,10/2023,Benzina,100 kW (136 CV),Automobile Torino • IT-10034 Chivasso - Torino
"BMW
118
118i 5p. Msport PROMO FLEX",https://www.autoscout24.it/annunci/bmw-118-118i-5p-msport-promo-flex-benzina-nero-6e10cc41-be0a-438b-801c-d1944e9aa246,BMW,118,118i 5p. Msport PROMO FLEX,,€ 28.990,8.855 km,Automatico,05/2024,Benzina,100 kW (136 CV),PuntoCar Automobili • IT-10060 Frossasco - To
"BMW
118
118d Msport 5p auto LED NAVI VIRTUAL SEDILI SPORT.",https://www.autoscout24.it/annunci/bmw-118-118d-msport-5p-auto-led-navi-virtual-sedili-sport-diesel-nero-4eee86b5-1ada-4a5b-b285-31661b179d18,BMW,118,118d Msport 5p auto LED NAVI VIRTUAL SEDILI SPORT.,,€ 25.890,63.000 km,Automatico,01/2021,Diesel,110 kW (150 CV),Luca C. • IT-00132 Roma
"BMW
116
Serie 1 116d 5p. Sport",https://www.autoscout24.it/annunci/bmw-116-serie-1-116d-5p-sport-diesel-bianco-06046101-0cf3-4437-8953-f397a288f48f,BMW,116,Serie 1 116d 5p. Sport,,€ 22.500,64.385 km,Automatico,02/2021,Diesel,85 kW (116 CV),Responsabile Usato De Martini Davide • IT-16161 Genova - Ge
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-bianco-ab0d4392-7d19-46ea-bda3-0c6f42f998b5,BMW,118,d Msport auto,,€ 26.000,11.791 km,Automatico,03/2024,Diesel,110 kW (150 CV),BYmyCAR Sedi: MILANO - SAN DONATO M.SE BYmyCAR Sedi: MILANO - SAN DONATO M.SE • IT-20142 Milano - Mi
,https://www.autoscout24.it/annunci/bmw-118-118i-5p-advantage-benzina-bianco-d3f5968b-b4bb-40ca-a748-5e2e89581a96,BMW,118,118i 5p. Advantage,,,,,,,,Responsabile Vendita • IT-00054 Fiumicino - Roma - RM
"BMW
116
116i RETROCAMERA-NAVI-CARPLAY",https://www.autoscout24.it/annunci/bmw-116-116i-retrocamera-navi-carplay-benzina-nero-64a5c618-7575-4ca7-abf8-741fb3d651f1,BMW,116,116i RETROCAMERA-NAVI-CARPLAY,,€ 25.100,9.950 km,Automatico,11/2023,Benzina,80 kW (109 CV),ANTONINO V. • IT-00123 Roma
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-a3bd2928-593c-4a4a-8234-e5bda9d7d55b,BMW,118,d Msport auto,,€ 26.000,17.099 km,Automatico,04/2024,Diesel,110 kW (150 CV),BYmyCAR Sedi: MILANO - SAN DONATO M.SE BYmyCAR Sedi: MILANO - SAN DONATO M.SE • IT-20142 Milano - Mi
"BMW
118
i 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-i-5p-msport-benzina-blu-azzurro-50819b92-a90a-4285-b07d-746c67b125d4,BMW,118,i 5p. Msport,,€ 27.950,28.000 km,Automatico,03/2020,Benzina,103 kW (140 CV),"Italo, Stefano, Mirko, Rossano, Francesco, Mario, Carlo, Diego, Attilio, Mattia, Diego, Simone, Francesco, Valentina, David • IT-40066 Pieve Di Cento - Bologna - Bo"
"BMW
118
i 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-i-5p-msport-benzina-bianco-7c57b934-ea4b-4d18-a14e-a09e06e4a221,BMW,118,i 5p. Msport,,€ 29.950,48.999 km,Automatico,04/2022,Benzina,100 kW (136 CV),"Italo, Stefano, Mirko, Rossano, Francesco, Mario, Carlo, Diego, Attilio, Mattia, Diego, Simone, Francesco, Valentina, David • IT-40066 Pieve Di Cento - Bologna - Bo"
"BMW
116
d Msport",https://www.autoscout24.it/annunci/bmw-116-d-msport-diesel-nero-c0948290-1753-4d0c-a578-1f4da8eb8e9d,BMW,116,d Msport,,€ 24.000,67.650 km,Automatico,05/2020,Diesel,85 kW (116 CV),Resp. Vendite • IT-50059 Vinci - Firenze - Fi
"BMW
118
i Msport auto",https://www.autoscout24.it/annunci/bmw-118-i-msport-auto-benzina-rosso-24573516-fec1-4be7-9ffb-78e9787a0055,BMW,118,i Msport auto,,€ 26.790,51.836 km,Automatico,03/2020,Benzina,103 kW (140 CV),BMW Roma • IT-00178 Roma - Rm
"BMW
118
i 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-i-5p-msport-benzina-blu-azzurro-a6f946e5-fb64-4505-b312-331f9e5b549c,BMW,118,i 5p. Msport,,€ 29.950,43.500 km,Automatico,02/2022,Benzina,100 kW (136 CV),"Italo, Stefano, Mirko, Rossano, Francesco, Mario, Carlo, Diego, Attilio, Mattia, Diego, Simone, Francesco, Valentina, David • IT-40066 Pieve Di Cento - Bologna - Bo"
"BMW
118
118i M-sport 136cv auto *TETTO APRIBILE*",https://www.autoscout24.it/annunci/bmw-118-118i-m-sport-136cv-auto-tetto-apribile-benzina-bianco-69a6e96d-01b5-49d5-aa62-ec5da84ed77f,BMW,118,118i M-sport 136cv auto *TETTO APRIBILE*,,€ 27.800,60.000 km,Automatico,01/2021,Benzina,100 kW (136 CV),Luca Bezzi • IT-25030 Coccaglio - Brescia - BS
"BMW
116
i Sport",https://www.autoscout24.it/annunci/bmw-116-i-sport-benzina-nero-3ddf9271-42d9-4040-a64f-47a7f0847def,BMW,116,i Sport,,€ 27.900,15.578 km,Automatico,03/2024,Benzina,80 kW (109 CV),Nicole Tolomei • IT-41123 Modena - Mo
"BMW
118
118i 5p. Msport Auto.",https://www.autoscout24.it/annunci/bmw-118-118i-5p-msport-auto-benzina-nero-34cab62d-4ee3-4da1-9f34-4ad5e57d6a92,BMW,118,118i 5p. Msport Auto.,,€ 26.600,38.249 km,Automatico,09/2021,Benzina,100 kW (136 CV),Responsabile Usato Fassina • IT-20157 Milano - Mi
