Annuncio,Modello,Link,Link2,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,Tipologia,CV,Località,Venditore
Mercedes-Benz Classe A - d 5p. Sport | Full | Finanziabile,"BMW Serie 1 118d
d 5p. Sport | Full | Finanziabile",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-ca07e97581b48ae6?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-ca07e97581b48ae6?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10, 22.990 €,88.000 km ,Aut. 6 marce ,"Dic, 2020",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - 120d VIRTUAL -  AUTOMATICA,BMW Serie 1 120d 120d VIRTUAL -  AUTOMATICA,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2023-0de66984bde9446f?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2023-0de66984bde9446f?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10, 22.269 €,53.800 km ,Aut. 8 marce ,"Apr, 2023",Diesel,Usata,140kW (191CV) ,,
Mercedes-Benz Classe A - F40 118d Msport,"BMW Serie 1 118d
F40 118d Msport",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-34236e6930fd16c8?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-34236e6930fd16c8?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10, 33.700 €,14.360 km ,Man. 6 marce ,"Mag, 2024",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - Serie 1 F40 - d Msport auto,"BMW Serie 1 M
Serie 1 F40 - d Msport auto",https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2024-52db8e09405242a0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2024-52db8e09405242a0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10, 34.800 €,10.963 km ,Aut. ,"Feb, 2024",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - Serie 1 F40 - d Msport auto,"BMW Serie 1 M
Serie 1 F40 - d Msport auto",https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2024-7305bb99b66e040c?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2024-7305bb99b66e040c?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10, 34.800 €,17.418 km ,Aut. ,"Mar, 2024",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - 116d 5p. Business Advantage,"BMW Serie 1 116d
116d 5p. Business Advantage",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-968cbabd888da115?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-968cbabd888da115?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10, 18.890 €,96.000 km ,Aut. 6 marce ,"Giu, 2021",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A - i 5p. M Sport  Virtual Cockpit + Garanzia Bmw,BMW Serie 1 118i i 5p. M Sport  Virtual Cockpit + Garanzia Bmw,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-aef1b58eec0bec45?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-aef1b58eec0bec45?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10, 18.437 €,51.060 km ,Man. 6 marce ,"Set, 2020",Benzina,Usata,103kW (141CV) ,,
Mercedes-Benz Classe A - i 5p. M SPORT VIRTUAL GARANZIA BEST!!!,"BMW Serie 1 118i
i 5p. M SPORT VIRTUAL GARANZIA BEST!!!",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2022-800fd16267e2c45d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2022-800fd16267e2c45d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10, 20.588 €,50.000 km ,Aut. 8 marce ,"Mar, 2022",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - 118d Sport auto white version full,"BMW Serie 1 118d
118d Sport auto white version full",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-f9aabb0d945fa6bf?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-f9aabb0d945fa6bf?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10, 26.900 €,58.000 km ,Aut. 8 marce ,"Lug, 2020",Diesel,Usata,111kW (151CV) ,,
Mercedes-Benz Classe A - i 5p. M Sport SHADOW LINE F40,"BMW Serie 1 118i
i 5p. M Sport SHADOW LINE F40",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-5964286fcccc82d0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-5964286fcccc82d0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10, 19.900 €,77.085 km ,Man. 6 marce ,"Feb, 2020",Benzina,Usata,103kW (141CV) ,,
Mercedes-Benz Classe A - d 5p. Msport,"BMW Serie 1 120d
d 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2020-5e95346e1c2dd025?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2020-5e95346e1c2dd025?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10, 22.200 €,80.000 km ,Aut. 8 marce ,"Ott, 2020",Diesel,Usata,140kW (191CV) ,,
Mercedes-Benz Classe A - d 5p. M SPORT VIRTUAL COCKPIT GARANZIA,"BMW Serie 1 118d
d 5p. M SPORT VIRTUAL COCKPIT GARANZIA",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2022-fe2e51b4ac54729b?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2022-fe2e51b4ac54729b?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D10, 20.580 €,111.000 km ,Man. 6 marce ,"Mag, 2022",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - d 5p. Msport M sport,"BMW Serie 1 118d
d 5p. Msport M sport",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2022-a3b90abbef777dd4?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2022-a3b90abbef777dd4?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11, 30.900 €,22.000 km ,Aut. 8 marce ,"Ott, 2023",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - 118d 5p. Msport,"BMW Serie 1 118d
118d 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-ba9eed1d2955e478?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-ba9eed1d2955e478?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11, 31.900 €,17.918 km ,Aut. 6 marce ,"Mag, 2024",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - d 5p. M Sport F40 tetto Pano Virtual cockpit,"BMW Serie 1 118d
d 5p. M Sport F40 tetto Pano Virtual cockpit",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-539874b7c4877564?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-539874b7c4877564?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11, 26.750 €,64.000 km ,Man. 6 marce ,"Dic, 2021",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - d 5p. Sport,"BMW Serie 1 118d
d 5p. Sport",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-f86c9e715bf7b9b5?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-f86c9e715bf7b9b5?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11, 21.900 €,89.000 km ,Aut. 8 marce ,"Dic, 2020",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - i 5p. Msport Shadow Line + TETTO,"BMW Serie 1 118i
i 5p. Msport Shadow Line + TETTO",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-02515ee45cd9bc1c?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-02515ee45cd9bc1c?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11, 21.355 €,37.100 km ,Aut. 6 marce ,"Ago, 2020",Benzina,Usata,103kW (141CV) ,,
Mercedes-Benz Classe A - d xDrive 5p. Sport,"BMW Serie 1 120d
d xDrive 5p. Sport",https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2020-c14b9be4841138e2?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2020-c14b9be4841138e2?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11, 21.600 €,57.450 km ,Aut. 8 marce ,"Set, 2020",Diesel,Usata,140kW (191CV) ,,
Mercedes-Benz Classe A - d 5p. Business Advantage,"BMW Serie 1 116d
d 5p. Business Advantage",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2020-00f6998eabea6505?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2020-00f6998eabea6505?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11, 19.900 €,52.204 km ,Man. 6 marce ,"Giu, 2020",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A - F40 118d Msport,"BMW Serie 1 118d
F40 118d Msport",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-a1d35669b9f990d8?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-a1d35669b9f990d8?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11, 33.700 €,15.444 km ,Man. 6 marce ,"Mag, 2024",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - BMW 116i M Sport,"BMW Serie 1 116i
BMW 116i M Sport",https://autosupermarket.it/annunci/bmw-serie-1-116i-benzina-2023-e008be3857780ef1?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11,https://autosupermarket.it/annunci/bmw-serie-1-116i-benzina-2023-e008be3857780ef1?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11, 31.500 €,15.000 km ,Aut. 7 marce ,"Giu, 2023",Benzina,Usata,80kW (109CV) ,,
Mercedes-Benz Classe A - i 5p. Sport Line led/navi garanzia,"BMW Serie 1 118i
i 5p. Sport Line led/navi garanzia",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-cca974e89e452c59?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-cca974e89e452c59?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11, 16.400 €,34.000 km ,Man. 6 marce ,"Gen, 2020",Benzina,Usata,103kW (141CV) ,,
Mercedes-Benz Classe A - d 5p. M SPORT F40 GARANZIA,"BMW Serie 1 120d
d 5p. M SPORT F40 GARANZIA",https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2021-77763f4bd11da504?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2021-77763f4bd11da504?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11, 21.800 €,59.931 km ,Aut. 8 marce ,"Mag, 2021",Diesel,Usata,140kW (191CV) ,,
Mercedes-Benz Classe A - d 5p. Sport Line tetto Panoramico,"BMW Serie 1 118d
d 5p. Sport Line tetto Panoramico",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-98edc9d7f99a1728?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-98edc9d7f99a1728?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11, 15.042 €,119.000 km ,Man. 6 marce ,"Mar, 2020",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - d 5p. F40 VIRTUAL/COCKPIT NAVI/PDC,"BMW Serie 1 118d
d 5p. F40 VIRTUAL/COCKPIT NAVI/PDC",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-fbdfb5d6b6468b35?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-fbdfb5d6b6468b35?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11, 14.800 €,106.000 km ,Man. 6 marce ,"Mag, 2021",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - Serie 1 F40 - d Msport auto,"BMW Serie 1 M
Serie 1 F40 - d Msport auto",https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2024-304ee06b7c9b032b?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2024-304ee06b7c9b032b?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11, 34.800 €,18.834 km ,Aut. ,"Feb, 2024",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - i 5p. M Sport F40 + vari modelli,"BMW Serie 1 118i
i 5p. M Sport F40 + vari modelli",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2021-42465fe3923fa034?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2021-42465fe3923fa034?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11, 20.500 €,50.000 km ,Man. 6 marce ,"Gen, 2021",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - D 5 Porte Business Advantage AUT,"BMW Serie 1 135i
D 5 Porte Business Advantage AUT",https://autosupermarket.it/annunci/bmw-serie-1-135i-diesel-2021-e4b53852adc40d3e?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11,https://autosupermarket.it/annunci/bmw-serie-1-135i-diesel-2021-e4b53852adc40d3e?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D11, 23.900 €,31.000 km ,Aut. ,"Mar, 2021",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - i 5p. Sport Line F40 art/garanzia/Pronta!!!,"BMW Serie 1 118i
i 5p. Sport Line F40 art/garanzia/Pronta!!!",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-eca2cd5ac7331ac0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-eca2cd5ac7331ac0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12, 17.000 €,78.000 km ,Man. 6 marce ,"Ott, 2020",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - d 5p. M Sport F40 garanzia + f24,"BMW Serie 1 118d
d 5p. M Sport F40 garanzia + f24",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-86333a495c1edb3a?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-86333a495c1edb3a?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12, 19.874 €,69.551 km ,Man. 6 marce ,"Nov, 2020",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - D 5 Porte Advantage AUT EU6,"BMW Serie 1 135i
D 5 Porte Advantage AUT EU6",https://autosupermarket.it/annunci/bmw-serie-1-135i-diesel-2021-093f007aef74d6a7?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12,https://autosupermarket.it/annunci/bmw-serie-1-135i-diesel-2021-093f007aef74d6a7?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12, 22.900 €,67.100 km ,Aut. ,"Gen, 2021",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A - 118d Sport Line* BELLISSIMA*,"BMW Serie 1 118d
118d Sport Line* BELLISSIMA*",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-924488693c0e6cb9?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-924488693c0e6cb9?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12, 18.479 €,78.900 km ,Aut. 8 marce ,"Feb, 2020",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - BMW 116 d M Sport,"BMW Serie 1 116d
BMW 116 d M Sport",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2023-08ec6276bbc12fd9?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2023-08ec6276bbc12fd9?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12, 33.500 €,10.000 km ,Aut. 7 marce ,"Giu, 2023",Diesel,Usata,86kW (117CV) ,,
Mercedes-Benz Classe A - i 5p. Msport,"BMW Serie 1 120i
i 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-120i-benzina-2023-c2284bcdf97b9cf5?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12,https://autosupermarket.it/annunci/bmw-serie-1-120i-benzina-2023-c2284bcdf97b9cf5?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12, 37.900 €,10.000 km ,Aut. 7 marce ,"Feb, 2023",Benzina,Usata,131kW (179CV) ,,
Mercedes-Benz Classe A - d 5p f40 M Sport Virtual Cockpit,"BMW Serie 1 118d
d 5p f40 M Sport Virtual Cockpit",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2022-9346b11af02cd209?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2022-9346b11af02cd209?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12, 21.950 €,110.000 km ,Man. 6 marce ,"Gen, 2022",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - Serie 1 F40 - d Msport auto,"BMW Serie 1 M
Serie 1 F40 - d Msport auto",https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2024-a8476c9e487d8dfb?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2024-a8476c9e487d8dfb?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12, 34.800 €,18.371 km ,Aut. ,"Feb, 2024",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - i 5p. M Sport VIRTUAL COCKPIT,"BMW Serie 1 118i
i 5p. M Sport VIRTUAL COCKPIT",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2021-847cfd3ff492b765?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2021-847cfd3ff492b765?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12, 19.500 €,78.000 km ,Man. 6 marce ,"Mag, 2021",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - d 5p. M SPORT F40 VIRTUAL COCKPIT GARANZIA,"BMW Serie 1 118d
d 5p. M SPORT F40 VIRTUAL COCKPIT GARANZIA",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-ca5b263af340fea0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-ca5b263af340fea0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12, 20.588 €,63.000 km ,Man. 6 marce ,"Apr, 2021",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - BMW 116D MSPORT,"BMW Serie 1 116d
BMW 116D MSPORT",https://autosupermarket.it/annunci/bmw-serie-1-116d-benzina-2020-b9083699074c6d9d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12,https://autosupermarket.it/annunci/bmw-serie-1-116d-benzina-2020-b9083699074c6d9d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12, 27.400 €,49.000 km ,Man. ,"Giu, 2020",Benzina,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A - d Msport M Sport,"BMW Serie 1 118d
d Msport M Sport",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2022-338f2b039465035c?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2022-338f2b039465035c?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12, 32.900 €,9.500 km ,Aut. 8 marce ,"Nov, 2024",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - d 5p. Msport,"BMW Serie 1 118d
d 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-a3e9e10ce23f34cd?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-a3e9e10ce23f34cd?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12, 25.900 €,50.000 km ,Man. 6 marce ,"Gen, 2021",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - d 5p. Msport M sport,"BMW Serie 1 118d
d 5p. Msport M sport",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-f9ec0d6399879cd9?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-f9ec0d6399879cd9?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D12, 32.900 €,20.000 km ,Aut. 8 marce ,"Mar, 2024",Diesel,Usata,110kW (150CV) ,,
