Annuncio,Modello,Link,Link2,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,Tipologia,CV,Località,Località2,Venditore
"Audi A3
SPB 30 TDI S line edition GARANZIA FINO AL 2026",SPB 30 TDI S line edition GARANZIA FINO AL 2026,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2021-bee57063115ed2f8?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2021-bee57063115ed2f8?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17, 27.500 €,65.000 km ,Man. 6 marce ,"Feb, 2021",Diesel,Usata,85kW (116CV) ,,84098 Pontecagnano Faiano (SA),
"Audi A3
A3 SPB 30 TDI S line edition",A3 SPB 30 TDI S line edition,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2022-be940a06b6484069?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2022-be940a06b6484069?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17, 27.500 €,68.617 km ,Man. 6 marce ,"Lug, 2022",Diesel,Usata,85kW (116CV) ,,86070 Fornelli (IS),
"Audi A3
SPB 30 TDI S tronic",SPB 30 TDI S tronic,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2023-a579cc2f92600f70?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2023-a579cc2f92600f70?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17, 27.500 €,19.000 km ,Aut. 7 marce ,"Mag, 2023",Diesel,Usata,85kW (116CV) ,,70129 BARI (BA),
,,,,,,,,,,,,,
"Audi A3
SPB 30 TDI S tronic S line NAVI+RETR.",SPB 30 TDI S tronic S line NAVI+RETR.,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2023-215f290c3f09060d?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2023-215f290c3f09060d?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17, 27.500 €,75.300 km ,Aut. 7 marce ,"Lug, 2023",Diesel,Usata,85kW (116CV) ,,41121 Modena (MO),
"Audi A3
SPB 35 TDI S tronic Business",SPB 35 TDI S tronic Business,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2021-b33b25c8eeff1120?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2021-b33b25c8eeff1120?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17, 27.500 €,65.000 km ,Aut. 7 marce ,"Mag, 2021",Diesel,Usata,110kW (150CV) ,,31020 SAN VENDEMIANO (TV),
Audi A3  - a3 sportback 35 2.0 tdi business advanced s-tronic, - a3 sportback 35 2.0 tdi business advanced s-tronic,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2021-cae29ebe35a1d401?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2021-cae29ebe35a1d401?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17, 27.500 €,72.612 km ,Aut. ,"Feb, 2021",Diesel,Usata,110kW (150CV) ,,20126 Milano (MI),
Audi A3  - a3 sportback 30 2.0 tdi business advanced s-tronic, - a3 sportback 30 2.0 tdi business advanced s-tronic,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2022-3fc0f901d15752c2?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2022-3fc0f901d15752c2?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17,"28.500 €
    
    
    

- 4% 27.500 €",35.324 km ,Aut. ,"Gen, 2022",Diesel,Usata,85kW (116CV) ,,20126 Milano (MI),
Audi A3  - a3 sportback 30 1.0 tfsi mhev business advanced s-tronic, - a3 sportback 30 1.0 tfsi mhev business advanced s-tronic,https://autosupermarket.it/annunci/audi-a3-1-0-tfsi-ibrida-2022-b54ddc22e2c0deed?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17,https://autosupermarket.it/annunci/audi-a3-1-0-tfsi-ibrida-2022-b54ddc22e2c0deed?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17, 27.500 €,18.984 km ,Aut. ,"Gen, 2022",Ibrida,Usata,81kW (111CV) ,,20126 Milano (MI),
,,,,,,,,,,,,,
"Audi A3
SPORTBACK 35 TFSI S TRONIC",SPORTBACK 35 TFSI S TRONIC,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2021-c1aedf45c50e5e8a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2021-c1aedf45c50e5e8a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17, 32.500 €,43.017 km ,Aut. ,"Lug, 2021",Ibrida,Usata,110kW (150CV) ,98125 Messina (ME),,FATA S.R.L.
"Audi A3
SPB 35 TFSI S tronic S line edition",SPB 35 TFSI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2023-de1cab4c4fb588aa?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2023-de1cab4c4fb588aa?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17, 32.500 €,18.400 km ,Aut. 7 marce ,"Set, 2023",Ibrida,Usata,110kW (150CV) ,10040 Leini (TO),,AUTOSPORT S.R.L.
"Audi A3
SPB 30 TDI S line edition",SPB 30 TDI S line edition,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2023-623fdd3261e1a179?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2023-623fdd3261e1a179?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17, 27.690 €,67.888 km ,Aut. 7 marce ,"Lug, 2023",Diesel,Usata,85kW (116CV) ,,81025 Marcianise (CE),
"Audi A3
SPB 30 TDI S tronic Business Advanced luci am.led",SPB 30 TDI S tronic Business Advanced luci am.led,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2023-06c142486120700b?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2023-06c142486120700b?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17, 27.700 €,48.763 km ,Aut. 7 marce ,"Feb, 2023",Diesel,Usata,85kW (116CV) ,,72013 Ceglie Messapica (BR),
"Audi A3
SPB 30 TDI S tronic S line PREZZO REALE",SPB 30 TDI S tronic S line PREZZO REALE,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2023-f0b041f89f67106a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2023-f0b041f89f67106a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D17, 27.700 €,76.737 km ,Aut. 7 marce ,"Feb, 2023",Diesel,Usata,85kW (116CV) ,,32030 Arsiè (BL),
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Audi A3  - a3 sportback 40 1.4 tfsi e business advanced s-tronic, - a3 sportback 40 1.4 tfsi e business advanced s-tronic,https://autosupermarket.it/annunci/audi-a3-1-4-ibrida-2021-8e09683c8f677195?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18,https://autosupermarket.it/annunci/audi-a3-1-4-ibrida-2021-8e09683c8f677195?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18, 27.700 €,53.523 km ,Aut. ,"Gen, 2021",Ibrida,Usata,110kW (150CV) ,,20126 Milano (MI),
"Audi A3
SPB 35 TDI S tronic Business Advanced",SPB 35 TDI S tronic Business Advanced,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2023-21f77035ff4043d9?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2023-21f77035ff4043d9?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18, 32.600 €,29.045 km ,Aut. 7 marce ,"Mag, 2023",Diesel,Usata,110kW (150CV) ,20124 Milano (MI),,VIESSEAUTO SRL
"Audi A3
SPB 35 TDI S tronic Business Advanced First-Call",SPB 35 TDI S tronic Business Advanced First-Call,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2023-dbe7d2c60b7a4861?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2023-dbe7d2c60b7a4861?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18, 27.800 €,34.127 km ,Aut. 7 marce ,"Apr, 2023",Diesel,Usata,110kW (150CV) ,,25017 Lonato del Garda (BS),
Audi A3  - a3 sportback 30 2.0 tdi business advanced s-tronic, - a3 sportback 30 2.0 tdi business advanced s-tronic,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2022-b2838a781ef74b5a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2022-b2838a781ef74b5a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18, 27.800 €,30.684 km ,Aut. ,"Nov, 2022",Diesel,Usata,85kW (116CV) ,,20126 Milano (MI),
"Audi A3
2.0 TDI Stronic Business",2.0 TDI Stronic Business,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2020-378a80b68f0e94f0?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2020-378a80b68f0e94f0?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18, 27.800 €,77.819 km ,Aut. 7 marce ,"Ott, 2020",Diesel,Usata,110kW (150CV) ,,22063 Cantù (CO),
"Audi A3
NUOVA SPORTBACK 30 TFSI 115CV S-TRONIC MY’ 25",NUOVA SPORTBACK 30 TFSI 115CV S-TRONIC MY’ 25,https://autosupermarket.it/annunci/audi-a3-30-tfsi-benzina-2025-7cdb2f62b1ce3d87?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18,https://autosupermarket.it/annunci/audi-a3-30-tfsi-benzina-2025-7cdb2f62b1ce3d87?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18, 27.850 €,1 km ,Aut. 6 marce ,"Lug, 2025",Benzina,Nuova,81kW (111CV) ,,24064 Grumello del Monte (BG),
,,,,,,,,,,,,,
"Audi A3
SPB 35 TDI GARANZIA AUDI FINO A GIUGNO 2025",SPB 35 TDI GARANZIA AUDI FINO A GIUGNO 2025,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2020-5f3e574883d00140?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2020-5f3e574883d00140?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18, 27.890 €,57.000 km ,Aut. 7 marce ,"Giu, 2020",Diesel,Usata,110kW (150CV) ,,73100 Lecce (LE),
"Audi A3
A3 SPB 30 TFSI S tronic Business Advanced",A3 SPB 30 TFSI S tronic Business Advanced,https://autosupermarket.it/annunci/audi-a3-30-tfsi-ibrida-2021-48b3aaf3d7a68d5b?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18,https://autosupermarket.it/annunci/audi-a3-30-tfsi-ibrida-2021-48b3aaf3d7a68d5b?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18, 27.890 €,33.000 km ,Aut. ,"Dic, 2021",Ibrida,Usata,81kW (111CV) ,,97013 Comiso (RG),
"Audi A3
SPB 30 TDI S tronic Business Advanced",SPB 30 TDI S tronic Business Advanced,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2021-bb7d18bd5336638a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2021-bb7d18bd5336638a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18, 27.900 €,62.550 km ,Aut. 7 marce ,"Dic, 2021",Diesel,Usata,85kW (116CV) ,,81052 Pignataro Maggiore (CE),
"Audi A3
SPB 30 TDI S tronic",SPB 30 TDI S tronic,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2022-074147d71b96e1fa?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2022-074147d71b96e1fa?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18, 27.900 €,89.900 km ,Aut. 7 marce ,"Nov, 2022",Diesel,Usata,86kW (117CV) ,,76025 Ripalimosani (CB),
"Audi A3
35 2.0 tdi S line Edition s-tronic",35 2.0 tdi S line Edition s-tronic,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2022-75fbdda07af1e644?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2022-75fbdda07af1e644?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18,"28.900 €
    
    
    

- 4% 27.900 €",75.000 km ,Aut. 7 marce ,"Giu, 2022",Diesel,Usata,111kW (151CV) ,,65013 Città Sant'Angelo (PE),
,,,,,,,,,,,,,
"Audi A3
SPB 35 TDI S tronic Business",SPB 35 TDI S tronic Business,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2020-5122c32a9cb489ba?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2020-5122c32a9cb489ba?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18, 27.900 €,42.132 km ,Aut. 7 marce ,"Ott, 2020",Diesel,Usata,110kW (150CV) ,,98061 Brolo (ME),
"Audi A3
SPB 30 TDI S tronic Business Advanced",SPB 30 TDI S tronic Business Advanced,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2021-c038341b02130391?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2021-c038341b02130391?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18, 27.900 €,52.822 km ,Aut. 7 marce ,"Giu, 2021",Diesel,Usata,85kW (116CV) ,,41126 Modena (MO),
"Audi A3
30 TDI S tronic S line edition #Vari.Colori",30 TDI S tronic S line edition #Vari.Colori,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2023-8b536ce2fb93d2dd?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2023-8b536ce2fb93d2dd?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18, 27.900 €,52.000 km ,Aut. 7 marce ,"Mar, 2023",Diesel,Usata,85kW (116CV) ,,30035 Mirano (VE),
"Audi A3
Sedan 30 TDI S line edition",Sedan 30 TDI S line edition,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2023-9110df6988099a10?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2023-9110df6988099a10?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18, 27.900 €,26.953 km ,Man. 6 marce ,"Giu, 2023",Diesel,Usata,85kW (116CV) ,,40055 Castenaso (BO),
"Audi A3
SPB 35 TFSI 150CV LED, CARPLAY, VIRTUAL COCKPIT","SPB 35 TFSI 150CV LED, CARPLAY, VIRTUAL COCKPIT",https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2023-4f4a413d4fd54180?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18,https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2023-4f4a413d4fd54180?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D18, 27.900 €,6.700 km ,Man. 6 marce ,"Mag, 2023",Benzina,Usata,110kW (150CV) ,,20060 Truccazzano (MI),
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Audi A3
SPORTBACK 35 TFSI S tronic S Line Edition MHEV",SPORTBACK 35 TFSI S tronic S Line Edition MHEV,https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2020-b12e64100030820d?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D19,https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2020-b12e64100030820d?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D19, 27.900 €,30.639 km ,Aut. 7 marce ,"Feb, 2022",Benzina,Usata,110kW (150CV) ,,27029 Vigevano (PV),
"Audi A3
SPB 40 TFSI e S tronic Business Advanced",SPB 40 TFSI e S tronic Business Advanced,https://autosupermarket.it/annunci/audi-a3-40-tfsi-ibrida-2021-e5752d97e797fd37?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D19,https://autosupermarket.it/annunci/audi-a3-40-tfsi-ibrida-2021-e5752d97e797fd37?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D19, 27.900 €,59.965 km ,Aut. 6 marce ,"Giu, 2021",Ibrida,Usata,110kW (150CV) ,,28040 Paruzzaro (NO),
Audi A3  - a3 sportback 30 1.0 tfsi s line edition, - a3 sportback 30 1.0 tfsi s line edition,https://autosupermarket.it/annunci/audi-a3-1-0-tfsi-benzina-2022-67b4fb7547e2b296?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D19,https://autosupermarket.it/annunci/audi-a3-1-0-tfsi-benzina-2022-67b4fb7547e2b296?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D19, 27.900 €,45.064 km ,Man. ,"Nov, 2022",Benzina,Usata,81kW (111CV) ,,20126 Milano (MI),
"Audi A3
SPB 40 TFSI e S tronic Business Advanced!",SPB 40 TFSI e S tronic Business Advanced!,https://autosupermarket.it/annunci/audi-a3-40-tfsi-ibrida-2022-e01035f2f5deba86?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D19,https://autosupermarket.it/annunci/audi-a3-40-tfsi-ibrida-2022-e01035f2f5deba86?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D19,"28.450 €
    
    
    

- 2% 27.950 €",24.600 km ,Aut. 6 marce ,"Lug, 2022",Ibrida,Usata,110kW (150CV) ,,20851 Lissone (MB),
"Audi A3
SPB 30 TDI S tronic S line",SPB 30 TDI S tronic S line,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2023-c079f3650e754f48?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D19,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2023-c079f3650e754f48?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D19, 27.950 €,61.412 km ,Aut. 7 marce ,"Apr, 2023",Diesel,Usata,85kW (116CV) ,,20037 Paderno Dugnano (MI),
"Audi A3
SPORTBACK 35 TFSI",SPORTBACK 35 TFSI,https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2021-7d2d6f80bb87a902?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D19,https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2021-7d2d6f80bb87a902?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D19, 32.900 €,20.288 km ,Aut. ,"Mag, 2021",Benzina,Usata,110kW (150CV) ,98125 Messina (ME),,FATA S.R.L.
,,,,,,,,,,,,,
"Audi A3
SPB 35 TFSI S tronic S line edition",SPB 35 TFSI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2023-cbfcdc9c7f4ebea5?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D19,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2023-cbfcdc9c7f4ebea5?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D19, 32.900 €,13.500 km ,Aut. 7 marce ,"Mag, 2023",Ibrida,Usata,110kW (150CV) ,10040 Leini (TO),,AUTOSPORT S.R.L.
"Audi A3
SPB 35 TFSI S tronic S line edition",SPB 35 TFSI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2023-552406d128747521?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D19,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2023-552406d128747521?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D19, 32.900 €,16.500 km ,Aut. 7 marce ,"Lug, 2023",Ibrida,Usata,110kW (150CV) ,10040 Leini (TO),,AUTOSPORT S.R.L.
