Annuncio,Link,Prezzo,Anni,Immatricolazione,Chilometraggio,Cambio,Carburante,CV,Allestimento,Allestimento_unificato,Modello,Venditore,Distanza,Comune,CAP,Regione,Area
Mercedes-Benz Classe A -  - a 180 d amg line advanced plus auto,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-diesel-2023-e385ce1907e42c1d?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D25,34700,2,2023,27763,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,121,la spezia,19136,Liguria,Nord-ovest
Mercedes-Benz Classe A - d Automatic 4Matic Executive,https://autosupermarket.it/annunci/mercedes-benz-classe-a-220-d-diesel-2018-5dc4270c14809861?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D25,17990,7,2018,137237,automatico,Diesel,177,Executive,Base,A 220 d,Rivenditore,120,massanzago,35010,Veneto,Nord-est
"Mercedes-Benz Classe A - 109 CV PROGRESSIVE, PELLE, GANCIO, KM CERTIFICATI.",https://autosupermarket.it/annunci/mercedes-benz-classe-a-160-benzina-2020-10e4255f1817be09?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D25,23900,5,2020,23350,manuale,Benzina,109,Progressive,Middle,A 160,Rivenditore,504,nuoro,8100,Sardegna,Isole
Mercedes-Benz Classe A - d Automatic Business Extra,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2019-675e78e0ca101be9?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D25,21490,6,2019,135250,automatico,Diesel,116,Business,Base,A 180 d,Rivenditore,878,grammichele,95042,Sicilia,Isole
Mercedes-Benz Classe A - 180d sport auto,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-diesel-2018-f5c612b6d514d4a6?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D25,15900,7,2018,98921,automatico,Diesel,109,Sport,Middle,A 180 d,Rivenditore,68,rovigo,45100,Veneto,Nord-est
Mercedes-Benz Classe A - d PREMIUM AMG AUTOMATIC,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-amg-diesel-2024-67ab76e0df209027?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D25,32500,1,2024,15838,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,97,altavilla vicentina,36077,Veneto,Nord-est
Mercedes-Benz Classe A - d Automatic Sport,https://autosupermarket.it/annunci/mercedes-classe-a-200-d-diesel-2021-e4405375cb66ca97?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D25,30999,4,2021,68818,automatico,Diesel,150,Sport,Middle,A 200 d,Rivenditore,750,lecce,73100,Puglia,Sud
Mercedes-Benz Classe A - A 45S AMG 4Matic+ - UNICO PROPRIETARIO,https://autosupermarket.it/annunci/mercedes-benz-classe-a-45s-amg-benzina-2022-67ed5bc8ec750378?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D25,46400,3,2022,23000,automatico,Benzina,422,AMG,Performance,A 45 S,Rivenditore,65,parma,43126,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - d Automatic Premium Amg  Pacchetto Night,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2020-bcea0add7544705c?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D25,27790,5,2020,41000,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,112,dolo,30031,Veneto,Nord-est
Mercedes-Benz Classe A - e Automatic Plug-in hybrid Advanced Plus AMG Line,https://autosupermarket.it/annunci/mercedes-classe-a-250-e-amg-ibrido-benzina-elettrico-51eab8e0e580e775?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D25,48400,2,2023,1,automatico,Ibrido,161,AMG line,Sport,A 250 e,Rivenditore,25,bologna,40128,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - d Automatic AMG Line Premium TETTO APRIBILE,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-d-amg-diesel-2023-3166123394d65fcf?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D25,36900,2,2023,19100,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,135,quinto treviso,31055,Veneto,Nord-est
Mercedes-Benz Classe A - A 45S AMG 4Matic+ Premium AMG Line *PROMO AZZURRA*,https://autosupermarket.it/annunci/mercedes-benz-classe-a-45s-amg-benzina-2024-5c957b047e11a194?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D25,65900,1,2024,11419,automatico,Benzina,422,AMG line,Sport,A 45 S,Rivenditore,47,suzzara,46029,Lombardia,Nord-ovest
Mercedes-Benz Classe A - d Automatic 4p Business Extra,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2019-ec15623b952b69a2?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D26,23750,6,2019,69000,automatico,Diesel,116,Business,Base,A 180 d,Rivenditore,20,castel maggiore,40013,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - d Automatic SPORT,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2021-3240368568d1fba4?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D26,25900,4,2021,38300,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,107,stra,30039,Veneto,Nord-est
Mercedes-Benz Classe A - d Automatic AMG Line Advanced Plus,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-amg-diesel-2023-ef8ffae4ce59aa2c?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D26,34890,2,2023,12890,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,101,padova,35129,Veneto,Nord-est
Mercedes-Benz Classe A - Sport Navi,https://autosupermarket.it/annunci/mercedes-classe-a-160-benzina-2022-24b05793a1b05af9?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D26,24900,3,2022,25880,manuale,Benzina,109,Sport,Middle,A 160,Rivenditore,25,bologna,40128,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - d Automatic AMG Line Premium,https://autosupermarket.it/annunci/mercedes-classe-a-200-d-amg-diesel-2023-0595b83c438d7b0b?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D26,36900,2,2023,9100,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,124,santarcangelo romagna,47822,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - Amg line,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2018-900eedafbed04663?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D26,22900,7,2018,115000,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,108,massarosa,55054,Toscana,Centro
Mercedes-Benz Classe A - 4Matic - AMG PERFORMANCE SEAT -,https://autosupermarket.it/annunci/mercedes-benz-classe-a-35-amg-ibrida-2023-91c5ffa2bcc42b87?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D26,49000,2,2023,22200,automatico,Benzina,306,AMG,Performance,A 35,Rivenditore,135,quinto treviso,31055,Veneto,Nord-est
Mercedes-Benz Classe A - d 116cv SPORT PLUS automatica - FX605DT,https://autosupermarket.it/annunci/mercedes-benz-classe-a-160-d-diesel-2019-4594a4e85f1a323e?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D26,12900,6,2019,341000,automatico,Diesel,116,Sport,Middle,A 160 d,Rivenditore,215,cervignano friuli,33052,Friuli-Venezia Giulia,Nord-est
Mercedes-Benz Classe A -  - a 220 d premium 4matic auto,https://autosupermarket.it/annunci/mercedes-benz-classe-a-220-diesel-2022-5c1fb0effce15a8b?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D26,36500,3,2022,86154,automatico,Diesel,191,AMG line,Sport,A 220 d,Rivenditore,104,lucca,55100,Toscana,Centro
Mercedes-Benz Classe A - MERCEDES A200 D AUTOMATIC PREMIUM AMG NIGHT PACK AMBIENT PACK,https://autosupermarket.it/annunci/mercedes-classe-a-200-d-amg-diesel-2022-0c9a47dddb1de681?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D26,39900,3,2022,16300,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,109,chioggia,30015,Veneto,Nord-est
Mercedes-Benz Classe A -  - a 180 d automatic business,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2019-caab789fae90ba2e?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D26,24500,6,2019,73640,automatico,Diesel,116,Business,Base,A 180 d,Rivenditore,98,vinci,50059,Toscana,Centro
Mercedes-Benz Classe A - d Automatic Advanced Plus AMG Line,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-amg-diesel-f8e35f5827daf02f?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D26,36400,2,2023,1,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,25,bologna,40128,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A -  - a 180 d sport auto,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-diesel-2021-114d221a54af96f2?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D26,22900,4,2021,86574,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,104,lucca,55100,Toscana,Centro
Mercedes-Benz Classe A - A 180 d Automatic Premium,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2020-c16e1ca147e2e81f?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D26,17900,5,2020,152600,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,80,monselice,35043,Veneto,Nord-est
Mercedes-Benz Classe A - d Automatic Premium NAVI,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2021-00b6b8c8c69c009f?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D26,31500,4,2021,41306,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,25,bologna,40128,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - A 180 d Automatic Business,https://autosupermarket.it/annunci/mercedes-classe-a-180-diesel-2020-9d23d88132c71ff2?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D26,28700,5,2020,48650,automatico,Diesel,116,Business,Base,A 180 d,Rivenditore,18,valsamoggia,40056,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - A 160 Sport - OK PER NEOPATENTATI !,https://autosupermarket.it/annunci/mercedes-benz-classe-a-160-benzina-2018-e0b9c62fad9f7e56?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D26,15400,7,2018,100000,manuale,Benzina,102,Sport,Middle,A 160,Rivenditore,65,parma,43126,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - d Automatic Advanced Plus Progressive,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-dd8f104f1fc65a11?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D26,36400,2,2023,1,automatico,Diesel,116,Progressive,Middle,A 180 d,Rivenditore,25,bologna,40128,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - Automatic Sport,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-benzina-2021-2a9b711a25c9c5ca?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D26,23999,4,2021,59900,automatico,Benzina,136,Sport,Middle,A 180,Rivenditore,750,lecce,73100,Puglia,Sud
Mercedes-Benz Classe A - d Automatic 4p. AMG Line Premium,https://autosupermarket.it/annunci/mercedes-classe-a-200-d-amg-diesel-2023-472ad9339099a5b5?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D27,41000,2,2023,3605,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,20,castelnuovo rangone,41051,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - d Automatic Business Extra,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2019-002cb627ea863822?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D27,21300,6,2019,113000,automatico,Diesel,116,Business,Base,A 180 d,Rivenditore,778,scorrano,73020,Puglia,Sud
Mercedes-Benz Classe A - A 45S AMG 4Matic+ Premium AMG Line *PROMO AZZURRA*,https://autosupermarket.it/annunci/mercedes-benz-classe-a-45s-amg-benzina-2024-dcb3c48368baef77?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D27,65900,1,2024,11419,automatico,Benzina,422,AMG line,Sport,A 45 S,Rivenditore,47,suzzara,46029,Lombardia,Nord-ovest
Mercedes-Benz Classe A - A 180 d Automatic Executive,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-diesel-2019-b37ba1b595381525?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D27,19190,6,2019,101750,automatico,Diesel,116,Executive,Base,A 180 d,Rivenditore,127,venezia,30173,Veneto,Nord-est
Mercedes-Benz Classe A - Business,https://autosupermarket.it/annunci/mercedes-classe-a-180-benzina-2020-e2d7ec576a2bcb76?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D27,18900,5,2020,108452,manuale,Benzina,136,Business,Base,A 180,Rivenditore,148,pederobba,31040,Veneto,Nord-est
Mercedes-Benz Classe A - d Automatic  Sport,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-d-diesel-2020-fdb22bc5fa7c4ee2?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D27,24900,5,2020,64000,automatico,Diesel,150,Sport,Middle,A 200 d,Rivenditore,843,porto empedocle,92014,Sicilia,Isole
Mercedes-Benz Classe A -  - a 180 d premium auto,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-diesel-2022-5facbf0527b166b0?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D27,27900,3,2022,74890,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,121,la spezia,19136,Liguria,Nord-ovest
Mercedes-Benz Classe A - e hybrid EQ Premium,https://autosupermarket.it/annunci/mercedes-benz-classe-a-250-e-ibrida-2022-6e76b88407e3d3d6?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D27,32000,3,2022,50000,automatico,Ibrido,161,AMG line,Sport,A 250 e,Rivenditore,750,lecce,73100,Puglia,Sud
Mercedes-Benz Classe A -  - a 180 d automatic premium,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2019-9c14455a4cec0d56?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D27,24000,6,2019,91650,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,98,vinci,50059,Toscana,Centro
Mercedes-Benz Classe A - A 180 d Automatic Sport,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-diesel-2018-e5c3ebc4975c28ef?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D27,19190,7,2018,140000,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,905,comiso,97013,Sicilia,Isole
Mercedes-Benz Classe A - A 35 Amg 4matic Premium Plus,https://autosupermarket.it/annunci/mercedes-benz-classe-a-35-amg-ibrida-2024-2b3f7f08d716942a?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D27,48890,1,2024,48388,automatico,Benzina,306,AMG line,Sport,A 35,Rivenditore,129,cassola,36022,Veneto,Nord-est
Mercedes-Benz Classe A - A 180 d Automatic Sport *PROMO FINANZIARIA*,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2025-cc1c4eda267fc2ff?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D27,38900,0,2025,100,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,47,suzzara,46029,Lombardia,Nord-ovest
Mercedes-Benz Classe A - d Automatic AMG Line Premium - VARI COLORI!,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-d-amg-diesel-2024-e8bac3c8d8bd5a14?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D27,33800,1,2024,29000,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,124,piombino dese,35017,Veneto,Nord-est
Mercedes-Benz Classe A - d Automatic 4p. Premium,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2018-4e4e27bcc179c150?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D27,21600,7,2018,84000,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,914,siracusa,96100,Sicilia,Isole
Mercedes-Benz Classe A - 180 d Premium auto,https://autosupermarket.it/annunci/mercedes-classe-a-180-diesel-2019-a3e0f7b2264c88b0?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D27,31900,6,2019,25810,automatico,Diesel,117,AMG line,Sport,A 180 d,Rivenditore,228,tavagnacco,33010,Friuli-Venezia Giulia,Nord-est
Mercedes-Benz Classe A - Sport Navi,https://autosupermarket.it/annunci/mercedes-classe-a-160-benzina-2022-29aca029bf013415?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D27,25900,3,2022,27665,manuale,Benzina,109,Sport,Middle,A 160,Rivenditore,25,bologna,40128,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - e Automatic EQ-Power Business,https://autosupermarket.it/annunci/mercedes-benz-classe-a-250-e-ibrida-2021-7d76fd81444e5e97?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D27,21400,4,2021,93032,automatico,Ibrido,161,Business,Base,A 250 e,Rivenditore,57,imola,40026,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - d Automatic Business Extra,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2019-48cda36a7db1c677?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D27,21900,6,2019,66900,automatico,Diesel,116,Business,Base,A 180 d,Rivenditore,894,augusta,96011,Sicilia,Isole
Mercedes-Benz Classe A - MHV SPORT AUTOMATIC,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-ibrida-2024-022986739d09ae5b?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D27,29900,1,2024,21138,automatico,Ibrido,164,Sport,Middle,A 200,Rivenditore,97,altavilla vicentina,36077,Veneto,Nord-est
Mercedes-Benz Classe A - d 116cv SPORT automatica - FT876HR,https://autosupermarket.it/annunci/mercedes-benz-classe-a-160-d-diesel-2018-12a8401747cc78df?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D28,14900,7,2018,222000,automatico,Diesel,116,Sport,Middle,A 160 d,Rivenditore,215,cervignano friuli,33052,Friuli-Venezia Giulia,Nord-est
Mercedes-Benz Classe A - d Automatic Advanced Plus Progressive,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-5d61ac2d4c75ccd9?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D28,36400,2,2023,1,automatico,Diesel,116,Progressive,Middle,A 180 d,Rivenditore,25,bologna,40128,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - 4Matic Premium AMG auto/Led/MBUX/Night/Burmester,https://autosupermarket.it/annunci/mercedes-benz-classe-a-45-amg-benzina-2023-c39979c78452e21a?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D28,39800,2,2023,10300,automatico,Benzina,191,AMG line,Sport,A 45,Rivenditore,215,cervignano friuli,33052,Friuli-Venezia Giulia,Nord-est
Mercedes-Benz Classe A - 180d Sport Automatic,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-diesel-2019-a8e2f98baf027b51?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D28,22900,6,2019,92000,automatico,Diesel,117,Sport,Middle,A 180 d,Rivenditore,919,modica,97015,Sicilia,Isole
Mercedes-Benz Classe A - d Automatic Sport,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2022-eed1414885571c2c?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D28,25000,3,2022,94000,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,750,lecce,73100,Puglia,Sud
Mercedes-Benz Classe A - 250 Premium 4Matic 7G-DCT,https://autosupermarket.it/annunci/mercedes-benz-classe-a-250-benzina-2019-7941d30bd3da3033?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D28,31900,6,2019,78250,automatico,Benzina,225,AMG line,Sport,A 250,Rivenditore,101,padova,35131,Veneto,Nord-est
Mercedes-Benz Classe A - 2.0 d 136cv Auto 4Matic PREMIUM AMG-NIGHT-LED,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-d-diesel-2018-fc86c95622b91381?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D28,21900,7,2018,117000,automatico,Diesel,136,AMG line,Sport,A 200 d,Rivenditore,128,castelfranco veneto,31033,Veneto,Nord-est
Mercedes-Benz Classe A - A 180 d AMG Line Premium auto,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-diesel-2023-920bfcc0f1a85632?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D28,32500,2,2023,58000,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,124,santarcangelo romagna,47822,Emilia-Romagna,Nord-est
